HUCKABEE_2016,1
TRUMP_2016,1
CARSON_2016,1
WEBB_2016,0
GRAHAM_2016,1
SANDERS_2016,0
CHRISTIE_2016,0
FIORINA_2016,0
PERRY_2016,0
BUSH_2016,1
PATAKI_2016,0
JINDAL_2016,0
SANTORUM_2016,1
CHAFEE_2016,0
RUBIO_2016,1
CLINTON_2016,0
O'MALLEY_2016,0
WALKER_2016,0
KASICH_2016,1
GILMORE_2016,0
EPPERSON_2016,2
PAUL_2016,0
CRUZ_2016,0
PRESIDENT_1984,1
BUSH_1984,1
MONDALE_1984,2
FERRARO_1984,1
VANOCUR_1984,2
DUKAKIS_1988,0
MARGOLIS_1988,2
SHAW_1988,2
BROKAW_1988,2
BUSH_1988,0
BENTSEN_1988,0
QUAYLE_1988,1
_2008,2
CLINTON_2008,0
TANCREDO_2008,0
HUCKABEE_2008,1
MCCAIN_2008,0
ROMNEY_2008,1
BROWNBACK_2008,0
THOMPSON_2008,1
EDWARDS_2008,0
PALIN_2008,0
KEYES_2008,0
GIULIANI_2008,0
HUNTER_2008,0
OBAMA_2008,0
DODD_2008,0
BIDEN_2008,0
KUCINICH_2008,0
RICHARDSON_2008,0
GILMORE_2008,1
PAUL_2008,1
KENNEDY_1960,0
MCGEE_1960,2
NIXON_1960,0
GINGRICH_2012,1
CAIN_2012,0
ANNOUNCER_2012,2
PRESIDENT_2012,0
SANTORUM_2012,1
BACHMANN_2012,0
BIDEN_2012,0
RYAN_2012,0
PERRY_2012,1
ROMNEY_2012,1
HUNTSMAN_2012,1
GOV_2012,2
PAUL_2012,1
PAWLENTY_2012,0
GORE_1996,0
DOLE_1996,0
KEMP_1996,0
PRESIDENT_1996,0
KEYES_2000,0
GORE_2000,0
LIEBERMAN_2000,0
MCCAIN_2000,0
BRADLEY_2000,0
BAUER_2000,0
FORBES_2000,0
CHENEY_2000,0
BUSH_2000,0
HATCH_2000,0
PEROT_1992,1
GORE_1992,0
CLINTON_1992,0
BUSH_1992,0
STOCKDALE_1992,0
QUAYLE_1992,0
DEAN_2004,0
KUCINICH_2004,0
EDWARDS_2004,0
CLARK_2004,0
LIEBERMAN_2004,0
CHENEY_2004,0
BUSH_2004,0
SHARPTON_2004,0
KERRY_2004,0
DOLE_1976,0
CARTER_1976,2
PRESIDENT_1976,2
MONDALE_1976,0
PRESIDENT_1980,2
YES_1980,2
REAGAN_1980,1
ANDERSON_1980,2
