HUCKABEE_2016,3
TRUMP_2016,3
CARSON_2016,3
WEBB_2016,0
GRAHAM_2016,3
SANDERS_2016,4
CHRISTIE_2016,0
FIORINA_2016,0
PERRY_2016,0
BUSH_2016,3
PATAKI_2016,0
JINDAL_2016,0
SANTORUM_2016,3
CHAFEE_2016,0
RUBIO_2016,3
CLINTON_2016,4
O'MALLEY_2016,0
WALKER_2016,0
KASICH_2016,3
GILMORE_2016,0
EPPERSON_2016,1
PAUL_2016,4
CRUZ_2016,0
PRESIDENT_1984,3
BUSH_1984,3
MONDALE_1984,1
FERRARO_1984,3
VANOCUR_1984,5
DUKAKIS_1988,4
MARGOLIS_1988,1
SHAW_1988,5
BROKAW_1988,1
BUSH_1988,4
BENTSEN_1988,4
QUAYLE_1988,3
_2008,2
CLINTON_2008,4
TANCREDO_2008,0
HUCKABEE_2008,3
MCCAIN_2008,0
ROMNEY_2008,3
BROWNBACK_2008,4
THOMPSON_2008,3
EDWARDS_2008,4
PALIN_2008,0
KEYES_2008,4
GIULIANI_2008,4
HUNTER_2008,0
OBAMA_2008,4
DODD_2008,4
BIDEN_2008,0
KUCINICH_2008,0
RICHARDSON_2008,4
GILMORE_2008,3
PAUL_2008,3
KENNEDY_1960,6
MCGEE_1960,5
NIXON_1960,6
GINGRICH_2012,3
CAIN_2012,0
ANNOUNCER_2012,1
PRESIDENT_2012,0
SANTORUM_2012,3
BACHMANN_2012,0
BIDEN_2012,0
RYAN_2012,0
PERRY_2012,3
ROMNEY_2012,3
HUNTSMAN_2012,3
GOV_2012,5
PAUL_2012,3
PAWLENTY_2012,0
GORE_1996,4
DOLE_1996,4
KEMP_1996,4
PRESIDENT_1996,4
KEYES_2000,4
GORE_2000,4
LIEBERMAN_2000,4
MCCAIN_2000,4
BRADLEY_2000,4
BAUER_2000,4
FORBES_2000,4
CHENEY_2000,4
BUSH_2000,4
HATCH_2000,4
PEROT_1992,3
GORE_1992,0
CLINTON_1992,4
BUSH_1992,4
STOCKDALE_1992,4
QUAYLE_1992,0
DEAN_2004,4
KUCINICH_2004,4
EDWARDS_2004,4
CLARK_2004,0
LIEBERMAN_2004,0
CHENEY_2004,4
BUSH_2004,4
SHARPTON_2004,4
KERRY_2004,0
DOLE_1976,6
CARTER_1976,1
PRESIDENT_1976,1
MONDALE_1976,6
PRESIDENT_1980,1
YES_1980,1
REAGAN_1980,3
ANDERSON_1980,1
